Datum von;Datum bis;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen
14.06.2023;15.06.2023;568.196,75;44.052,00;211.524,75;312.620,00
15.06.2023;16.06.2023;408.293,50;11.619,50;98.667,25;298.006,75
16.06.2023;17.06.2023;370.714,00;17.824,25;96.675,75;256.214,00
17.06.2023;18.06.2023;355.459,25;4.192,00;48.473,75;302.793,50
18.06.2023;19.06.2023;376.993,25;15.853,00;37.411,25;323.729,00
19.06.2023;20.06.2023;487.821,50;61.696,25;163.124,00;263.001,25
20.06.2023;21.06.2023;387.956,25;32.200,25;92.000,25;263.755,75
21.06.2023;22.06.2023;455.474,75;42.316,25;144.213,75;268.944,75
22.06.2023;23.06.2023;417.387,75;8.980,00;166.311,00;242.096,75
23.06.2023;24.06.2023;538.331,50;18.118,50;334.335,75;185.877,25
24.06.2023;25.06.2023;395.649,00;12.795,00;60.606,75;322.247,25
25.06.2023;26.06.2023;383.539,00;14.687,00;33.599,00;335.253,00
26.06.2023;27.06.2023;697.266,00;79.959,75;319.462,25;297.844,00
27.06.2023;28.06.2023;638.609,50;66.072,50;321.233,25;251.303,75
28.06.2023;29.06.2023;417.935,25;27.779,00;142.917,25;247.239,00
29.06.2023;30.06.2023;314.753,50;22.833,00;38.904,25;253.016,25
30.06.2023;01.07.2023;280.783,75;19.894,00;70.955,25;189.934,50
01.07.2023;02.07.2023;660.568,75;101.424,00;376.101,25;183.043,50
02.07.2023;03.07.2023;906.840,75;99.954,50;541.397,75;265.488,50
03.07.2023;04.07.2023;855.298,50;95.002,00;516.305,00;243.991,50
04.07.2023;05.07.2023;803.221,75;99.930,25;424.862,75;278.428,75
05.07.2023;06.07.2023;947.826,25;84.392,75;613.290,75;250.142,75
06.07.2023;07.07.2023;538.109,25;51.387,75;173.994,00;312.727,50
07.07.2023;08.07.2023;438.905,75;12.954,25;65.205,00;360.746,50
08.07.2023;09.07.2023;554.723,50;58.055,00;151.780,50;344.888,00
09.07.2023;10.07.2023;496.743,00;41.622,75;118.508,50;336.611,75
10.07.2023;11.07.2023;467.395,00;21.769,75;172.863,75;272.761,50
11.07.2023;12.07.2023;529.858,50;55.891,75;151.223,00;322.743,75
12.07.2023;13.07.2023;690.141,75;62.176,25;370.246,75;257.718,75
13.07.2023;14.07.2023;565.223,75;63.637,50;236.240,00;265.346,25
14.07.2023;15.07.2023;383.800,00;20.787,75;83.526,25;279.486,00
15.07.2023;16.07.2023;743.857,00;83.404,75;368.502,00;291.950,25
16.07.2023;17.07.2023;758.600,00;89.152,75;386.535,75;282.911,50
17.07.2023;18.07.2023;717.021,75;105.871,00;333.178,50;277.972,25
18.07.2023;19.07.2023;444.260,25;35.222,50;115.416,00;293.621,75
19.07.2023;20.07.2023;363.565,75;11.948,00;105.691,00;245.926,75
20.07.2023;21.07.2023;449.831,75;50.918,75;131.494,50;267.418,50
21.07.2023;22.07.2023;289.240,00;22.999,75;69.726,00;196.514,25
22.07.2023;23.07.2023;490.446,50;39.756,75;205.564,00;245.125,75
23.07.2023;24.07.2023;723.178,50;90.253,50;439.824,25;193.100,75
24.07.2023;25.07.2023;547.859,00;41.051,75;325.593,50;181.213,75
25.07.2023;26.07.2023;446.458,75;71.751,25;199.447,50;175.260,00
26.07.2023;27.07.2023;506.768,75;63.363,50;226.109,00;217.296,25
27.07.2023;28.07.2023;466.297,00;29.462,50;322.472,50;114.362,00
28.07.2023;29.07.2023;410.252,75;3.895,50;235.677,25;170.680,00
29.07.2023;30.07.2023;435.493,50;37.581,75;214.128,25;183.783,50
30.07.2023;31.07.2023;613.254,50;62.002,00;326.603,75;224.648,75
31.07.2023;01.08.2023;699.203,25;54.236,50;490.314,25;154.652,50
01.08.2023;02.08.2023;683.118,50;45.796,25;479.716,50;157.605,75
02.08.2023;03.08.2023;637.637,00;55.966,50;452.542,00;129.128,50
03.08.2023;04.08.2023;910.608,50;59.216,25;636.959,25;214.433,00
04.08.2023;05.08.2023;387.608,00;47.437,25;145.078,00;195.092,75
05.08.2023;06.08.2023;277.341,75;13.190,50;66.328,00;197.823,25
06.08.2023;07.08.2023;363.248,00;24.575,25;219.183,00;119.489,75
07.08.2023;08.08.2023;961.968,25;91.591,00;711.802,25;158.575,00
08.08.2023;09.08.2023;909.067,50;74.295,00;601.908,75;232.863,75
09.08.2023;10.08.2023;572.640,00;88.336,25;278.919,50;205.384,25
10.08.2023;11.08.2023;404.564,25;29.703,75;70.857,75;304.002,75
11.08.2023;12.08.2023;409.067,50;29.541,50;53.703,25;325.822,75
12.08.2023;13.08.2023;369.345,25;35.712,25;135.044,25;198.588,75
13.08.2023;14.08.2023;389.706,00;57.621,25;104.665,75;227.419,00
14.08.2023;15.08.2023;344.616,50;25.844,75;51.862,00;266.909,75
15.08.2023;16.08.2023;405.344,75;50.493,75;108.166,00;246.685,00
16.08.2023;17.08.2023;328.514,00;17.287,75;61.713,25;249.513,00
17.08.2023;18.08.2023;404.554,75;35.880,25;159.445,50;209.229,00
18.08.2023;19.08.2023;432.427,50;61.907,50;90.116,75;280.403,25
19.08.2023;20.08.2023;454.020,50;66.827,75;125.431,25;261.761,50
20.08.2023;21.08.2023;354.166,25;19.680,50;50.561,75;283.924,00
21.08.2023;22.08.2023;327.369,25;10.738,25;34.285,50;282.345,50
22.08.2023;23.08.2023;330.928,25;14.922,50;50.431,25;265.574,50
23.08.2023;24.08.2023;337.677,75;13.671,00;36.802,25;287.204,50
24.08.2023;25.08.2023;338.367,00;17.697,00;70.381,50;250.288,50
25.08.2023;26.08.2023;362.469,50;13.973,50;159.430,50;189.065,50
26.08.2023;27.08.2023;398.510,75;21.262,25;181.763,25;195.485,25
27.08.2023;28.08.2023;229.696,50;21.680,50;99.244,00;108.772,00
28.08.2023;29.08.2023;269.539,75;28.018,00;126.938,00;114.583,75
29.08.2023;30.08.2023;149.079,00;4.670,50;49.582,50;94.826,00
30.08.2023;31.08.2023;302.429,50;22.777,75;96.605,25;183.046,50
31.08.2023;01.09.2023;506.206,75;30.326,50;276.417,75;199.462,50
01.09.2023;02.09.2023;309.700,00;20.801,25;135.621,00;153.277,75
02.09.2023;03.09.2023;268.178,25;9.883,50;26.155,00;232.139,75
03.09.2023;04.09.2023;320.311,00;26.709,00;70.892,00;222.710,00
04.09.2023;05.09.2023;412.413,75;13.481,75;103.947,25;294.984,75
05.09.2023;06.09.2023;475.598,50;11.169,25;169.666,75;294.762,50
06.09.2023;07.09.2023;430.386,25;24.839,25;106.898,00;298.649,00
07.09.2023;08.09.2023;587.191,50;60.977,00;230.685,50;295.529,00
08.09.2023;09.09.2023;471.696,25;32.237,75;143.309,25;296.149,25
09.09.2023;10.09.2023;337.548,50;6.558,25;45.108,00;285.882,25
10.09.2023;11.09.2023;298.492,00;6.585,00;15.952,50;275.954,50
11.09.2023;12.09.2023;351.995,75;40.050,25;41.212,75;270.732,75
12.09.2023;13.09.2023;286.500,25;26.615,00;42.279,25;217.606,00
13.09.2023;14.09.2023;407.083,50;75.117,25;197.066,00;134.900,25
14.09.2023;15.09.2023;282.022,00;14.884,75;43.535,75;223.601,50
15.09.2023;16.09.2023;406.714,75;22.074,50;125.386,25;259.254,00
16.09.2023;17.09.2023;379.642,75;12.399,25;114.464,25;252.779,25
17.09.2023;18.09.2023;360.312,50;34.391,75;106.359,50;219.561,25
18.09.2023;19.09.2023;639.485,50;98.656,50;406.490,75;134.338,25
19.09.2023;20.09.2023;904.024,25;80.946,50;642.973,00;180.104,75
20.09.2023;21.09.2023;772.669,25;81.920,75;468.886,75;221.861,75
21.09.2023;22.09.2023;606.324,50;48.036,75;371.689,75;186.598,00
22.09.2023;23.09.2023;412.543,00;40.133,25;269.065,75;103.344,00
23.09.2023;24.09.2023;477.177,25;36.389,75;284.273,50;156.514,00
24.09.2023;25.09.2023;417.787,00;74.472,00;115.364,25;227.950,75
25.09.2023;26.09.2023;560.744,75;84.477,00;228.384,75;247.883,00
26.09.2023;27.09.2023;289.133,25;20.495,25;38.343,75;230.294,25
27.09.2023;28.09.2023;327.569,75;31.712,25;75.051,00;220.806,50
28.09.2023;29.09.2023;481.582,00;96.437,00;175.817,75;209.327,25
29.09.2023;30.09.2023;508.730,25;90.185,50;268.761,75;149.783,00
30.09.2023;01.10.2023;472.528,50;80.568,75;207.323,50;184.636,25
01.10.2023;02.10.2023;393.719,50;57.937,00;149.916,00;185.866,50
02.10.2023;03.10.2023;365.366,00;30.707,00;131.272,50;203.386,50
03.10.2023;04.10.2023;848.119,75;84.608,00;625.801,25;137.710,50
04.10.2023;05.10.2023;788.148,00;114.290,25;502.367,00;171.490,75
05.10.2023;06.10.2023;591.007,50;82.499,25;387.011,50;121.496,75
06.10.2023;07.10.2023;764.460,50;114.519,50;483.324,75;166.616,25
07.10.2023;08.10.2023;723.744,25;46.190,00;563.707,50;113.846,75
08.10.2023;09.10.2023;289.122,75;27.701,00;137.050,75;124.371,00
09.10.2023;10.10.2023;347.682,00;51.527,25;222.040,75;74.114,00
10.10.2023;11.10.2023;409.158,00;69.851,00;196.430,50;142.876,50
11.10.2023;12.10.2023;916.749,25;103.849,00;636.381,75;176.518,50
12.10.2023;13.10.2023;436.126,00;56.722,25;300.392,50;79.011,25
13.10.2023;14.10.2023;832.113,25;88.986,00;615.484,50;127.642,75
14.10.2023;15.10.2023;883.054,25;97.942,75;675.783,00;109.328,50
15.10.2023;16.10.2023;751.839,75;117.644,50;513.986,00;120.209,25
16.10.2023;17.10.2023;402.877,00;70.420,25;182.853,75;149.603,00
17.10.2023;18.10.2023;243.640,75;11.701,25;105.186,25;126.753,25
18.10.2023;19.10.2023;567.000,00;81.509,50;351.298,00;134.192,50
19.10.2023;20.10.2023;633.500,50;115.733,25;463.308,50;54.458,75
20.10.2023;21.10.2023;762.971,75;64.863,75;669.610,25;28.497,75
21.10.2023;22.10.2023;652.120,25;115.619,25;425.324,50;111.176,50
22.10.2023;23.10.2023;635.892,50;105.093,75;414.628,00;116.170,75
23.10.2023;24.10.2023;296.817,00;31.319,25;153.699,75;111.798,00
24.10.2023;25.10.2023;396.068,25;111.647,75;252.468,00;31.952,50
25.10.2023;26.10.2023;431.983,75;93.404,00;254.110,00;84.469,75
26.10.2023;27.10.2023;328.103,25;78.915,75;209.606,50;39.581,00
27.10.2023;28.10.2023;331.308,00;109.086,50;179.045,25;43.176,25
28.10.2023;29.10.2023;487.724,00;103.250,00;310.189,25;74.284,75
29.10.2023;30.10.2023;895.039,00;144.664,25;676.131,50;74.243,25
30.10.2023;31.10.2023;574.278,50;102.413,75;386.043,50;85.821,25
31.10.2023;01.11.2023;549.510,75;40.532,25;458.512,25;50.466,25
01.11.2023;02.11.2023;613.784,75;103.622,50;420.747,00;89.415,25
02.11.2023;03.11.2023;906.701,75;124.066,25;740.601,75;42.033,75
03.11.2023;04.11.2023;687.838,75;112.079,00;523.741,00;52.018,75
04.11.2023;05.11.2023;853.391,75;121.652,50;643.321,00;88.418,25
05.11.2023;06.11.2023;745.743,50;65.340,50;634.332,50;46.070,50
06.11.2023;07.11.2023;969.037,25;103.859,50;777.599,75;87.578,00
07.11.2023;08.11.2023;769.465,00;116.415,25;584.933,75;68.116,00
08.11.2023;09.11.2023;856.116,50;122.403,50;656.146,50;77.566,50
09.11.2023;10.11.2023;718.954,25;70.908,25;599.270,25;48.775,75
10.11.2023;11.11.2023;598.090,50;81.471,50;459.596,25;57.022,75
11.11.2023;12.11.2023;391.361,50;24.204,75;311.219,50;55.937,25
12.11.2023;13.11.2023;206.262,75;17.357,75;135.581,75;53.323,25
13.11.2023;14.11.2023;583.826,00;68.569,00;492.133,25;23.123,75
14.11.2023;15.11.2023;964.883,00;75.954,25;853.761,00;35.167,75
15.11.2023;16.11.2023;573.005,75;51.997,00;471.415,00;49.593,75
16.11.2023;17.11.2023;472.970,75;51.737,50;378.294,50;42.938,75
17.11.2023;18.11.2023;290.546,75;16.816,75;231.131,50;42.598,50
18.11.2023;19.11.2023;392.431,50;84.107,50;266.198,50;42.125,50
19.11.2023;20.11.2023;861.442,00;105.717,50;709.159,75;46.564,75
20.11.2023;21.11.2023;496.449,75;28.352,75;428.849,50;39.247,50
21.11.2023;22.11.2023;268.673,00;67.503,25;174.283,00;26.886,75
22.11.2023;23.11.2023;395.420,50;98.246,75;242.741,75;54.432,00
23.11.2023;24.11.2023;1.039.592,75;91.214,75;906.594,25;41.783,75
24.11.2023;25.11.2023;999.455,25;104.349,00;859.127,25;35.979,00
25.11.2023;26.11.2023;585.344,00;93.583,25;450.331,00;41.429,75
26.11.2023;27.11.2023;245.568,50;28.978,00;176.621,50;39.969,00
27.11.2023;28.11.2023;424.247,00;78.624,75;326.624,00;18.998,25
28.11.2023;29.11.2023;413.690,00;74.890,00;316.099,50;22.700,50
29.11.2023;30.11.2023;492.528,75;55.794,75;401.595,25;35.138,75
30.11.2023;01.12.2023;107.583,00;32.735,00;47.695,75;27.152,25
01.12.2023;02.12.2023;104.023,50;32.670,25;55.959,50;15.393,75
02.12.2023;03.12.2023;112.997,50;15.950,50;81.588,00;15.459,00
03.12.2023;04.12.2023;244.140,00;50.295,50;169.309,00;24.535,50
04.12.2023;05.12.2023;496.653,00;99.796,00;385.935,50;10.921,50
05.12.2023;06.12.2023;569.089,25;134.835,75;421.847,50;12.406,00
06.12.2023;07.12.2023;248.964,50;66.807,75;172.308,75;9.848,00
07.12.2023;08.12.2023;180.150,00;30.582,00;123.106,50;26.461,50
08.12.2023;09.12.2023;418.629,00;100.326,75;308.064,25;10.238,00
09.12.2023;10.12.2023;636.341,00;130.397,00;482.455,75;23.488,25
10.12.2023;11.12.2023;835.612,00;96.546,25;712.240,25;26.825,50
11.12.2023;12.12.2023;641.148,50;32.535,25;580.395,00;28.218,25
12.12.2023;13.12.2023;303.988,50;60.026,25;219.093,75;24.868,50
13.12.2023;14.12.2023;449.061,50;146.034,75;281.955,25;21.071,50
14.12.2023;15.12.2023;155.833,75;33.953,75;107.546,25;14.333,75
15.12.2023;16.12.2023;362.050,25;88.380,50;253.896,00;19.773,75
16.12.2023;17.12.2023;680.368,50;133.802,25;508.097,75;38.468,50
17.12.2023;18.12.2023;745.464,00;113.781,25;585.437,00;46.245,75
18.12.2023;19.12.2023;780.387,75;118.583,25;600.566,75;61.237,75
19.12.2023;20.12.2023;772.220,50;96.672,00;632.595,75;42.952,75
20.12.2023;21.12.2023;916.152,25;117.763,75;777.150,00;21.238,50
21.12.2023;22.12.2023;1.151.181,50;101.618,50;1.042.802,00;6.761,00
22.12.2023;23.12.2023;1.127.612,50;95.033,50;1.013.914,75;18.664,25
23.12.2023;24.12.2023;838.187,75;99.903,00;728.930,50;9.354,25
24.12.2023;25.12.2023;1.005.273,75;79.936,00;916.844,25;8.493,50
25.12.2023;26.12.2023;904.998,50;86.470,75;792.623,75;25.904,00
26.12.2023;27.12.2023;942.215,00;101.769,75;808.215,50;32.229,75
27.12.2023;28.12.2023;538.011,00;87.777,75;407.151,00;43.082,25
28.12.2023;29.12.2023;1.042.620,25;110.007,75;893.389,50;39.223,00
29.12.2023;30.12.2023;1.085.839,25;106.203,25;944.673,00;34.963,00
30.12.2023;31.12.2023;819.196,50;125.500,50;644.591,25;49.104,75
31.12.2023;01.01.2024;794.507,50;128.462,50;633.985,25;32.059,75
01.01.2024;02.01.2024;824.277,25;103.263,25;679.060,00;41.954,00
02.01.2024;03.01.2024;800.229,75;105.568,00;687.939,25;6.722,50
03.01.2024;04.01.2024;1.033.778,75;78.305,75;928.171,50;27.301,50
04.01.2024;05.01.2024;622.986,25;63.713,25;535.114,50;24.158,50
05.01.2024;06.01.2024;584.514,25;122.015,75;437.284,50;25.214,00
06.01.2024;07.01.2024;433.029,75;131.193,75;287.106,75;14.729,25
07.01.2024;08.01.2024;449.051,00;82.817,50;340.154,50;26.079,00
08.01.2024;09.01.2024;548.367,50;103.462,00;389.842,50;55.063,00
09.01.2024;10.01.2024;373.888,50;23.035,75;262.924,75;87.928,00
10.01.2024;11.01.2024;246.442,75;17.498,00;145.070,00;83.874,75
11.01.2024;12.01.2024;216.523,50;39.082,50;105.058,00;72.383,00
12.01.2024;13.01.2024;273.152,00;83.969,75;154.693,25;34.489,00
13.01.2024;14.01.2024;712.824,75;123.127,50;564.491,50;25.205,75
14.01.2024;15.01.2024;758.640,00;121.143,50;599.122,00;38.374,50
15.01.2024;16.01.2024;773.260,00;118.980,75;624.011,25;30.268,00
16.01.2024;17.01.2024;453.424,50;88.693,25;331.422,00;33.309,25
17.01.2024;18.01.2024;375.407,00;77.286,75;282.333,00;15.787,25
18.01.2024;19.01.2024;309.495,25;83.653,25;196.808,50;29.033,50
19.01.2024;20.01.2024;739.556,00;124.271,25;569.687,25;45.597,50
20.01.2024;21.01.2024;754.501,75;119.020,00;577.339,00;58.142,75
21.01.2024;22.01.2024;939.714,00;127.772,50;766.429,00;45.512,50
22.01.2024;23.01.2024;1.110.060,00;87.093,50;1.002.190,25;20.776,25
23.01.2024;24.01.2024;1.049.492,25;114.903,00;881.826,25;52.763,00
24.01.2024;25.01.2024;1.189.610,50;95.792,50;1.054.850,25;38.967,75
25.01.2024;26.01.2024;685.123,00;76.505,00;559.270,25;49.347,75
26.01.2024;27.01.2024;849.363,00;122.706,25;701.564,50;25.092,25
27.01.2024;28.01.2024;624.776,25;108.494,75;407.008,75;109.272,75
28.01.2024;29.01.2024;611.057,25;116.538,25;361.847,50;132.671,50
29.01.2024;30.01.2024;556.450,50;75.474,25;364.753,50;116.222,75
30.01.2024;31.01.2024;608.210,25;102.687,50;429.087,50;76.435,25
31.01.2024;01.02.2024;647.217,25;118.308,00;460.899,00;68.010,25
01.02.2024;02.02.2024;833.383,25;99.687,25;671.823,75;61.872,25
02.02.2024;03.02.2024;899.483,25;128.877,50;723.826,75;46.779,00
03.02.2024;04.02.2024;972.191,00;116.027,25;816.870,00;39.293,75
04.02.2024;05.02.2024;1.059.301,75;126.165,00;900.853,75;32.283,00
05.02.2024;06.02.2024;1.191.254,50;109.436,75;1.004.108,25;77.709,50
06.02.2024;07.02.2024;1.223.662,50;109.231,25;1.055.380,75;59.050,50
07.02.2024;08.02.2024;682.260,75;96.590,25;536.288,00;49.382,50
08.02.2024;09.02.2024;318.805,50;44.436,25;236.552,00;37.817,25
09.02.2024;10.02.2024;694.960,50;129.332,50;526.681,50;38.946,50
10.02.2024;11.02.2024;399.632,50;97.983,50;223.924,25;77.724,75
11.02.2024;12.02.2024;466.747,75;121.729,00;316.125,00;28.893,75
12.02.2024;13.02.2024;429.565,00;59.511,75;306.083,75;63.969,50
13.02.2024;14.02.2024;589.973,75;112.697,75;370.370,50;106.905,50
14.02.2024;15.02.2024;569.583,75;59.957,00;462.480,50;47.146,25
15.02.2024;16.02.2024;462.064,75;91.669,00;289.334,25;81.061,50
16.02.2024;17.02.2024;693.948,25;124.981,00;468.026,25;100.941,00
17.02.2024;18.02.2024;415.032,75;51.634,00;275.843,75;87.555,00
18.02.2024;19.02.2024;588.130,75;112.744,00;389.038,50;86.348,25
19.02.2024;20.02.2024;758.596,50;109.035,00;589.675,25;59.886,25
20.02.2024;21.02.2024;660.677,25;116.644,25;456.585,75;87.447,25
21.02.2024;22.02.2024;784.209,25;117.231,00;559.440,50;107.537,75
22.02.2024;23.02.2024;856.735,25;103.074,00;716.923,50;36.737,75
23.02.2024;24.02.2024;919.577,50;110.755,25;709.244,00;99.578,25
24.02.2024;25.02.2024;545.313,00;66.736,50;335.099,00;143.477,50
25.02.2024;26.02.2024;494.157,00;31.452,50;305.639,25;157.065,25
26.02.2024;27.02.2024;418.648,00;55.406,25;264.310,50;98.931,25
27.02.2024;28.02.2024;264.480,75;15.753,75;146.369,50;102.357,50
28.02.2024;29.02.2024;268.752,00;64.965,25;91.359,00;112.427,75
29.02.2024;01.03.2024;687.340,00;142.079,25;383.760,75;161.500,00
01.03.2024;02.03.2024;517.352,25;102.776,75;291.798,50;122.777,00
02.03.2024;03.03.2024;509.910,25;94.280,00;276.308,50;139.321,75
03.03.2024;04.03.2024;561.820,00;103.387,75;261.544,75;196.887,50
04.03.2024;05.03.2024;308.633,75;51.807,00;146.749,50;110.077,25
05.03.2024;06.03.2024;391.609,25;129.557,75;193.792,75;68.258,75
06.03.2024;07.03.2024;244.802,50;55.630,50;88.918,50;100.253,50
07.03.2024;08.03.2024;439.360,50;59.392,00;246.642,75;133.325,75
08.03.2024;09.03.2024;820.247,00;106.490,00;462.794,25;250.962,75
09.03.2024;10.03.2024;816.498,25;149.150,75;453.383,00;213.964,50
10.03.2024;11.03.2024;903.516,75;152.069,25;564.177,25;187.270,25
11.03.2024;12.03.2024;596.782,00;125.870,00;325.079,50;145.832,50
12.03.2024;13.03.2024;253.120,50;15.201,25;133.103,50;104.815,75
13.03.2024;14.03.2024;374.958,00;96.478,75;176.140,75;102.338,50
14.03.2024;15.03.2024;540.568,50;132.342,25;264.262,75;143.963,50
15.03.2024;16.03.2024;780.861,50;143.388,75;479.592,00;157.880,75
16.03.2024;17.03.2024;751.520,75;106.512,50;524.243,75;120.764,50
17.03.2024;18.03.2024;407.588,25;77.775,25;151.936,00;177.877,00
18.03.2024;19.03.2024;395.381,50;76.493,00;190.791,75;128.096,75
19.03.2024;20.03.2024;371.788,25;61.358,75;118.515,00;191.914,50
20.03.2024;21.03.2024;267.036,75;18.053,75;36.680,00;212.303,00
21.03.2024;22.03.2024;443.900,25;70.238,75;226.831,75;146.829,75
22.03.2024;23.03.2024;638.500,75;114.968,50;373.528,25;150.004,00
23.03.2024;24.03.2024;695.499,00;114.099,00;445.742,00;135.658,00
24.03.2024;25.03.2024;913.020,25;121.241,25;679.657,25;112.121,75
25.03.2024;26.03.2024;486.835,25;27.919,00;252.347,00;206.569,25
26.03.2024;27.03.2024;706.593,25;75.728,00;377.870,50;252.994,75
27.03.2024;28.03.2024;475.900,25;56.640,25;222.228,25;197.031,75
28.03.2024;29.03.2024;773.226,25;74.225,75;549.403,50;149.597,00
29.03.2024;30.03.2024;721.826,50;117.024,00;476.096,75;128.705,75
30.03.2024;31.03.2024;488.356,75;40.067,50;230.896,00;217.393,25
31.03.2024;01.04.2024;339.362,00;18.997,00;104.091,00;216.274,00
01.04.2024;02.04.2024;474.615,00;46.248,25;332.178,00;96.188,75
02.04.2024;03.04.2024;1.011.128,25;73.790,50;750.797,00;186.540,75
03.04.2024;04.04.2024;486.653,75;70.608,25;318.993,25;97.052,25
04.04.2024;05.04.2024;813.213,75;110.866,00;590.418,25;111.929,50
05.04.2024;06.04.2024;875.566,75;113.967,50;571.951,25;189.648,00
06.04.2024;07.04.2024;769.255,25;117.929,50;364.958,75;286.367,00
07.04.2024;08.04.2024;746.072,50;130.916,25;372.591,50;242.564,75
08.04.2024;09.04.2024;422.866,00;44.303,00;131.088,50;247.474,50
09.04.2024;10.04.2024;771.494,75;113.361,00;486.756,50;171.377,25
10.04.2024;11.04.2024;610.101,25;94.666,00;321.853,75;193.581,50
11.04.2024;12.04.2024;673.196,50;98.879,50;338.634,25;235.682,75
12.04.2024;13.04.2024;652.496,00;115.465,75;282.732,50;254.297,75
13.04.2024;14.04.2024;763.364,00;96.306,75;372.216,25;294.841,00
14.04.2024;15.04.2024;792.517,00;78.489,75;450.098,75;263.928,50
15.04.2024;16.04.2024;646.352,00;69.814,50;407.278,00;169.259,50
16.04.2024;17.04.2024;778.280,50;67.002,00;538.263,00;173.015,50
17.04.2024;18.04.2024;302.070,50;20.392,75;111.455,50;170.222,25
18.04.2024;19.04.2024;395.843,75;38.306,00;136.230,00;221.307,75
19.04.2024;20.04.2024;825.229,50;113.658,50;620.555,25;91.015,75
20.04.2024;21.04.2024;552.259,50;76.054,00;294.545,00;181.660,50
21.04.2024;22.04.2024;482.940,75;57.858,25;231.393,50;193.689,00
22.04.2024;23.04.2024;356.882,75;33.310,25;106.862,00;216.710,50
23.04.2024;24.04.2024;389.942,75;57.583,50;99.600,75;232.758,50
24.04.2024;25.04.2024;461.093,25;81.926,25;191.643,75;187.523,25
25.04.2024;26.04.2024;369.315,00;22.216,25;152.575,25;194.523,50
26.04.2024;27.04.2024;446.620,50;19.051,00;196.083,25;231.486,25
27.04.2024;28.04.2024;519.227,00;27.136,75;178.970,25;313.120,00
28.04.2024;29.04.2024;777.747,75;104.202,50;408.385,75;265.159,50
